                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                              "r24.08.1"                               "gfortran"                                 "13.3.0"                    "x86_64-linux-24.7.1"                                 "CRMATH"                               "20250512"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62                                       63                                       64                                       65                                       66                                       67                                       68                                       69                                       70                                       71                                       72                                       73                                       74                                       75                                       76                                       77                                       78                                       79                                       80                                       81                                       82                                       83                                       84                                       85                                       86                                       87                                       88                                       89                                       90                                       91                                       92                                       93                                       94                                       95                                       96                                       97                                       98                                       99                                      100                                      101                                      102                                      103                                      104                                      105                                      106                                      107                                      108                                      109                                      110                                      111                                      112                                      113                                      114                                      115                                      116                                      117                                      118                                      119                                      120                                      121                                      122                                      123                                      124                                      125                                      126                                      127                                      128                                      129                                      130                                      131                                      132                                      133                                      134                                      135                                      136                                      137                                      138                                      139                                      140 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                               mix_type_1                               mix_qtop_1                               mix_type_2                               mix_qtop_2                               mix_type_3                               mix_qtop_3                               mix_type_4                               mix_qtop_4                               mix_type_5                               mix_qtop_5                               mix_type_6                               mix_qtop_6                               mix_type_7                               mix_qtop_7                               mix_type_8                               mix_qtop_8                               mix_type_9                               mix_qtop_9                              mix_type_10                              mix_qtop_10                              mix_type_11                              mix_qtop_11                              mix_type_12                              mix_qtop_12                              mix_type_13                              mix_qtop_13                              mix_type_14                              mix_qtop_14                              mix_type_15                              mix_qtop_15                              mix_type_16                              mix_qtop_16                              mix_type_17                              mix_qtop_17                              mix_type_18                              mix_qtop_18                              mix_type_19                              mix_qtop_19                              mix_type_20                              mix_qtop_20                              cz_top_mass                            cz_top_radius                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                tri_alpha                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                              burn_type_1                              burn_qtop_1                              burn_type_2                              burn_qtop_2                              burn_type_3                              burn_qtop_3                              burn_type_4                              burn_qtop_4                              burn_type_5                              burn_qtop_5                              burn_type_6                              burn_qtop_6                              burn_type_7                              burn_qtop_7                              burn_type_8                              burn_qtop_8                              burn_type_9                              burn_qtop_9                             burn_type_10                             burn_qtop_10                             burn_type_11                             burn_qtop_11                             burn_type_12                             burn_qtop_12                             burn_type_13                             burn_qtop_13                             burn_type_14                             burn_qtop_14                             burn_type_15                             burn_qtop_15                             burn_type_16                             burn_qtop_16                             burn_type_17                             burn_qtop_17                             burn_type_18                             burn_qtop_18                             burn_type_19                             burn_qtop_19                             burn_type_20                             burn_qtop_20                             he_core_mass                             co_core_mass                            one_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                   radius                                    log_R                                    log_g                        v_div_csound_surf                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                                num_iters 
                                     201                                      974                  1.1097540953724068E+008                  3.9028038835715733E+000                  4.9976073752033043E+000                  3.3997268044207821E+001                 -9.5772364801801864E+000                  4.3729703250797786E-001                  8.5621729773372166E-002                  7.8219485215100410E-008                  9.9999885480341499E-001                  9.9999856117721653E-001                  1.2413130380600516E-001                  7.8219485215100410E-008                  9.9999885480341499E-001                  9.9999856117721653E-001                                        1                  8.7501278047115175E-002                                        2                  1.2571726650698187E-001                                        0                  9.9999856117721653E-001                                        1                  9.9999888371413437E-001                                        0                  9.9999999242137605E-001                                        1                  9.9999999751203861E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                  4.2790378819306912E-001                  2.4301469021931005E-001                  3.1501824740841884E+000                 -2.1389606065261987E+001                 -1.2166138563167546E+001                  3.1501824740841884E+000                  3.4216202131165607E-001                  3.1495062324032550E+000                 -2.1389606065261987E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.6187280139385498E+032                  2.4325006836645406E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                                        5                  1.6942408541584172E-002                                        4                  6.5831459100926054E-002                                        3                  1.1707753923307530E-001                                        2                  1.4231742351142640E-001                                        3                  2.2762498946199913E-001                                        2                  2.9122391144272564E-001                                        1                  4.1206754741702878E-001                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                  8.8718336659404717E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1456133979844019E+000                  3.1926188451103981E+000                  6.7256736072736274E+000                  8.2773578745089238E-001                  3.4813581862484968E+000                  0.0000000000000000E+000                  1.7199195816787636E+001                  1.7506008982617718E+000                  7.6310848737949515E+000                  1.3359934272541067E+000                  5.0039748876166579E-001                  4.0304835516010620E+000                  7.9497752332969890E-004                  9.8562481923634604E-001                  1.6889153642520407E-004                  2.3390424615426996E-004                  3.0829542978004659E-003                  7.4776953387711599E-003                  2.6425478598363390E+000                  2.2850634900401490E+000                                        0                                        5 
                                     202                                      987                  1.1098500321505964E+008                  3.9819851296191979E+000                  4.9976049205100725E+000                  3.3997267830893747E+001                 -9.5919879045428829E+000                  4.4878276603274908E-001                  8.9366420592570092E-002                  7.8219523606274511E-008                  9.9999999743672119E-001                  9.9999999163309838E-001                  1.2730329173602375E-001                  7.8219523606274511E-008                  9.9999999743672119E-001                  9.9999999163309838E-001                                        1                  8.9799568627554643E-002                                        2                  1.2888925521599631E-001                                        0                  9.9999999163309838E-001                                        1                  9.9999999748905644E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                  4.4661806328180104E-001                  2.4299303106856754E-001                  3.1477861556498397E+000                 -2.1059962932005195E+001                 -9.8999999999999986E+001                  3.1477861556498397E+000                  3.9857965304749399E-001                  3.1470117563514770E+000                 -2.1059962932005195E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.5700453474011085E+032                  2.4945174855973126E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                                        5                  1.6478067766183300E-002                                        4                  6.5096642779038538E-002                                        3                  1.1632110926114342E-001                                        2                  1.4087715930786740E-001                                        3                  2.3362616113683160E-001                                        2                  2.9928169779631103E-001                                        1                  4.1915362240602738E-001                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                  8.8718336659404839E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1486660409712988E+000                  3.2073758193298785E+000                  6.7454198853958163E+000                  8.2900898858683791E-001                  3.4788115706625322E+000                  0.0000000000000000E+000                  1.7228819768099612E+001                  1.7745087064354861E+000                  7.6372100897914441E+000                  1.3364144546253596E+000                  5.0030311656890480E-001                  4.0327825138931495E+000                  6.0623313780867188E-004                  9.8581403984523597E-001                  1.7157659746953755E-004                  2.3367454061585852E-004                  3.0829542978004641E-003                  7.4776953387711556E-003                  2.6424106235467741E+000                  2.2851989651492479E+000                                        0                                        5 
                                     203                                      988                  1.1099651562844239E+008                  4.0611663756668230E+000                  4.9976017211877384E+000                  3.3997267552870873E+001                 -9.5561083778943079E+000                  4.4152461629422513E-001                  8.7119687105657054E-002                  7.8219574380899624E-008                  9.9999999743672119E-001                  9.9999999170338905E-001                  1.2413144424143246E-001                  7.8219574380899624E-008                  9.9999999743672119E-001                  9.9999999170338905E-001                                        1                  8.8347299550171385E-002                                        2                  1.2571740873668472E-001                                        0                  9.9999999170338905E-001                                        1                  9.9999999752008661E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                  4.3538949822856893E-001                  2.3371456066503352E-001                  3.1379264018355451E+000                 -2.0553324807954905E+001                 -1.2041199826559247E+001                  3.1379264018355455E+000                  4.9143147448263702E-001                  3.1369451512772528E+000                 -2.0553324807954905E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.3875342470287044E+032                  2.5851758304002305E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                                        5                  1.5163083534883704E-002                                        4                  6.3140950247942751E-002                                        3                  1.1442878734822003E-001                                        2                  1.2880883476322752E-001                                        3                  1.3404501338667962E-001                                        2                  1.3476868841628939E-001                                        3                  1.5347066103152271E-001                                        4                  1.5439786141854983E-001                                        3                  1.5612217015976779E-001                                        4                  1.8156383521376518E-001                                        3                  2.4302628167308438E-001                                        2                  3.1385006755599215E-001                                        1                  4.3093335196516902E-001                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                  8.8718336659405761E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1531648050883190E+000                  3.2204979640445415E+000                  6.7076830419828655E+000                  8.2657253271012954E-001                  3.4836842043930756E+000                  0.0000000000000000E+000                  1.7276016215140807E+001                  1.8128720393938582E+000                  7.6466890036262622E+000                  1.3369063775311774E+000                  5.0019290981040621E-001                  4.0354697718574091E+000                  3.8581962081202866E-004                  9.8603519752038749E-001                  1.7582612579618951E-004                  2.3338731316209033E-004                  3.0829542978004624E-003                  7.4776953387711564E-003                  2.6422494975547575E+000                  2.2853579787410521E+000                                        0                                        5 
                                     204                                      997                  1.1100572555914859E+008                  3.9642563626587664E+000                  4.9975989544883461E+000                  3.3997267312443029E+001                 -9.5222943881970625E+000                  4.1657076101866142E-001                  8.2665799813797680E-002                  7.8219615542566294E-008                  9.9999999752758217E-001                  9.9999999202731749E-001                  1.1782205590321054E-001                  7.8219615542566294E-008                  9.9999999752758217E-001                  9.9999999202731749E-001                                        1                  8.3354179639512499E-002                                        2                  1.1939655313147632E-001                                        0                  9.9999999202731749E-001                                        1                  9.9999999762762837E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                  4.1313051472137818E-001                  2.2124346724370536E-001                  3.1203196151403598E+000                 -2.0017083669475490E+001                 -9.8999999999999986E+001                  3.1203196151403598E+000                  5.8915690657451225E-001                  3.1190394631921623E+000                 -2.0017083669475490E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.9655709827753782E+032                  2.6839272129877696E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                                        5                  1.2786923701006321E-002                                        4                  5.9477053513046600E-002                                        3                  1.1087520188110847E-001                                        2                  1.1972737965116043E-001                                        3                  1.2283372265647792E-001                                        2                  1.2516897780528874E-001                                        3                  1.4939321847433787E-001                                        4                  1.9726141453617005E-001                                        3                  2.5280265817049175E-001                                        2                  3.3195025140217738E-001                                        1                  4.4310821753436624E-001                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                  8.8718336659404540E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1574089388353066E+000                  3.2310402353496146E+000                  6.6581779915157302E+000                  8.2335540086869097E-001                  3.4901182276481078E+000                  0.0000000000000000E+000                  1.7330470036513823E+001                  1.8581268869973198E+000                  7.6567368512002654E+000                  1.3372667171964687E+000                  5.0011221177775378E-001                  4.0374388858495927E+000                  2.2442355550738617E-004                  9.8619735490756455E-001                  1.8022468313378374E-004                  2.3316148130570903E-004                  3.0829542978004633E-003                  7.4776953387711556E-003                  2.6421255996527950E+000                  2.2854802549127502E+000                                        0                                        5 
                                     205                                     1015                  1.1101309350371356E+008                  3.8673463496507101E+000                  4.9975965945974439E+000                  3.3997267107366980E+001                 -9.4944544235706907E+000                  3.7589128314346160E-001                  7.3883948825172671E-002                  7.8219655303939430E-008                  9.9999999765478753E-001                  9.9999999236451675E-001                  1.0690431203337653E-001                  7.8219655303939430E-008                  9.9999999765478753E-001                  9.9999999236451675E-001                                        1                  7.5214410772932672E-002                                        2                  1.0845226151112149E-001                                        0                  9.9999999236451675E-001                                        1                  9.9999999773674497E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                  3.6924217104409479E-001                  2.0314627383734793E-001                  3.1002927461348015E+000                 -1.9471816599707907E+001                 -1.2643259817887209E+001                  3.1002927461348015E+000                  6.8336230820522548E-001                  3.0986267015114288E+000                 -1.9471816599707907E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.3289578249697873E+032                  2.7878473886437836E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                                        5                  8.7464903378971729E-003                                        4                  5.2951256014093909E-002                                        3                  1.0443616192569607E-001                                        2                  1.0797978529906328E-001                                        3                  1.4595520235368439E-001                                        4                  2.1052100197188825E-001                                        3                  2.6289380144859165E-001                                        2                  3.5165239547396804E-001                                        1                  4.5429294887996097E-001                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                  8.8718336659405639E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1609492990529704E+000                  3.2395634728310339E+000                  6.6150982544611781E+000                  8.2053629917407300E-001                  3.4957562259612964E+000                  0.0000000000000000E+000                  1.7393826630209038E+001                  1.9125637093720427E+000                  7.6668640513044712E+000                  1.3375112568760763E+000                  5.0005744997740287E-001                  4.0387753308220384E+000                  1.1489995480580335E-004                  9.8630761423560687E-001                  1.8451576067860767E-004                  2.3299709930615930E-004                  3.0829542978004611E-003                  7.4776953387711460E-003                  2.6420308720102259E+000                  2.2855737759647829E+000                                        0                                        5 
                                     206                                     1025                  1.1101898785936552E+008                  3.7704363366426539E+000                  4.9975946057259284E+000                  3.3997266934532682E+001                 -9.4718296087070275E+000                  3.1194473080020246E-001                  6.1142726587808574E-002                  7.8219687172326627E-008                  9.9999999774564852E-001                  9.9999999264496120E-001                  9.0115536338934668E-002                  7.8219687172326627E-008                  9.9999999774564852E-001                  9.9999999264496120E-001                                        1                  6.2418974608864017E-002                                        2                  9.1613398936034970E-002                                        0                  9.9999999264496120E-001                                        1                  9.9999999782645876E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                  3.0556656057460740E-001                  1.8007201410027499E-001                  3.0984444254176635E+000                 -1.9000826191169981E+001                 -9.8999999999999986E+001                  3.0984444254176631E+000                  7.5541828770974628E-001                  3.0964686130242205E+000                 -1.9000826191169981E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.2361575127615657E+032                  2.8734332135835217E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                                        5                  2.9356739160071926E-003                                        4                  4.1988684223380070E-002                                        3                  1.4441325027851593E-001                                        4                  2.2204941415034940E-001                                        3                  2.7153733908971389E-001                                        2                  3.6400595726546814E-001                                        1                  4.6215893586839957E-001                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                  8.8718336659405883E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1631359773656831E+000                  3.2444006943710222E+000                  6.5853908107761443E+000                  8.1858155331864013E-001                  3.4996655448378649E+000                  0.0000000000000000E+000                  1.7462972598112572E+001                  1.9749843392434745E+000                  7.6752764357956940E+000                  1.3376553615317182E+000                  5.0002517329349483E-001                  4.0395628161066144E+000                  5.0346586989687998E-005                  9.8637275611489106E-001                  1.8796981675985931E-004                  2.3289441567127635E-004                  3.0829542978004637E-003                  7.4776953387711564E-003                  2.6419553914932572E+000                  2.2856482983116737E+000                                        0                                        5 
